experiment_id,execution_attempt,sequence,run_id,task,model,condition,reset_state,repetition,run_purpose,functional_valid,semantic_pass,semantic_fail,architecture_applicable,architecture_violated,raw_architecture_violations,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,total_input_tokens,total_output_tokens,model_wall_seconds,total_run_seconds,provider_cost_usd,total_tool_calls,exploration_calls,read_calls,grep_calls,glob_calls,bash_calls,edit_calls,write_calls,unique_files_read,unique_files_modified,files_reedited,ci_command_runs,test_command_runs,lines_added,lines_removed,net_lines,checkpoint_status,max_turn_status,run_status,eligible_for_analysis,reason_if_excluded,artifact_path,evidence_hash_if_available,notes
V1_ORIGINAL,1,,v1-T09-afci_reset,T09,Opus 7,C_AFCI,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,99,378,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T09/afci_reset/,,"v1_condition_label=afci_reset; ci_pass=True; delta_loc_code=232; delta_loc_test=146; delta_tests=8; code_churn=428; test_churn=148; files_changed=8; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T09-baseline,T09,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,139,622,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T09/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=400; delta_loc_test=222; delta_tests=18; code_churn=678; test_churn=222; files_changed=10; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T09-baseline_reset,T09,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,88,451,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T09/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=212; delta_loc_test=239; delta_tests=12; code_churn=386; test_churn=241; files_changed=6; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T10-afci,T10,Opus 7,C_AFCI,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505,172,1333,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T10/afci/,,"v1_condition_label=afci; ci_pass=True; delta_loc_code=985; delta_loc_test=348; delta_tests=24; code_churn=1327; test_churn=350; files_changed=18; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T10-afci_reset,T10,Opus 7,C_AFCI,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,219,5,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T10/afci_reset/,,"v1_condition_label=afci_reset; ci_pass=True; delta_loc_code=-19; delta_loc_test=24; delta_tests=2; code_churn=341; test_churn=102; files_changed=8; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T10-baseline,T10,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,141,688,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T10/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=433; delta_loc_test=255; delta_tests=22; code_churn=713; test_churn=257; files_changed=10; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T10-baseline_reset,T10,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,109,63,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T10/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=50; delta_loc_test=13; delta_tests=1; code_churn=224; test_churn=57; files_changed=8; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T11-afci,T11,Opus 7,C_AFCI,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737,172,1565,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T11/afci/,,"v1_condition_label=afci; ci_pass=True; delta_loc_code=1181; delta_loc_test=384; delta_tests=27; code_churn=1523; test_churn=386; files_changed=19; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T11-afci_reset,T11,Opus 7,C_AFCI,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,98,371,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T11/afci_reset/,,"v1_condition_label=afci_reset; ci_pass=True; delta_loc_code=217; delta_loc_test=154; delta_tests=11; code_churn=411; test_churn=156; files_changed=8; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T11-baseline,T11,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,141,807,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T11/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=524; delta_loc_test=283; delta_tests=25; code_churn=804; test_churn=285; files_changed=10; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T11-baseline_reset,T11,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,99,506,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T11/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=240; delta_loc_test=266; delta_tests=17; code_churn=434; test_churn=270; files_changed=9; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T12-afci,T12,Opus 7,C_AFCI,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838,177,1661,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T12/afci/,,"v1_condition_label=afci; ci_pass=True; delta_loc_code=1247; delta_loc_test=414; delta_tests=28; code_churn=1593; test_churn=422; files_changed=20; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T12-afci_reset,T12,Opus 7,C_AFCI,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,97,600,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T12/afci_reset/,,"v1_condition_label=afci_reset; ci_pass=True; delta_loc_code=336; delta_loc_test=264; delta_tests=15; code_churn=518; test_churn=276; files_changed=6; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T12-baseline,T12,Opus 7,C_BASELINE,NON_RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,142,849,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T12/baseline/,,"v1_condition_label=baseline; ci_pass=True; delta_loc_code=532; delta_loc_test=317; delta_tests=29; code_churn=814; test_churn=319; files_changed=10; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V1_ORIGINAL,1,,v1-T12-baseline_reset,T12,Opus 7,C_BASELINE,RESET,1,V1_ORIGINAL_STUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,106,563,,,COMPLETE,false,"v1 is historical/exploratory evidence: harness did not invoke the model, runs accumulate monotonically (non-independent), AFCI-Guard non-functional, layer_jaccard degenerate, no hidden acceptance oracle. Not confirmatory v2 evidence.",git:rerun-v1-opus7-artifacts:experiments/runs_v1/T12/baseline_reset/,,"v1_condition_label=baseline_reset; ci_pass=True; delta_loc_code=293; delta_loc_test=270; delta_tests=15; code_churn=493; test_churn=282; files_changed=6; layer_jaccard=1.0 (DEGENERATE, constant 1.0, L5); AFCI-Guard reported 0 violations but is NON-FUNCTIONAL (L3) — architecture columns left blank, NOT zero"
V2_PT08_DIAGNOSTIC,1,1,pt08-difficulty-diagnostic-pt08-c1-real-97c5ca96498e,PT08,claude-sonnet-5,C1,NON_RESET,1,PT08_DIFFICULTY_DIAGNOSTIC,true,14,0,1,0,,,,,,,,92.7,,,,,,,,,,,,,,,,,,,,COMPLETE,false,"DIAGNOSTIC ONLY (SL-PT08-01 / SL-PT08-07). run_purpose firewall sets confirmatory_eligible=false, enters_confirmatory_dataset=false, enters_treatment_effect_analysis=false, enters_power_estimation=false.",D:\pt08-diagnostic\runs\R1\pt08-difficulty-diagnostic-pt08-c1-real-97c5ca96498e,task_sha256=a31bb515b79cc1e211a662de2a8761c97082dd8bf266ee5b4f660981435badf2,"session=85e54e73-8c23-4aa9-8f83-5f47b08471e5; acceptance 15/15 passed; violation_proportion=0.0 (architecture FLOOR); context_audit=CLEAN; model_identity=VALIDATED; prepared-worktree(input) hash=da7a679552d50857408d14e980cc5257ed42e33d7116630433f8451450d1bad6; run_id COLLIDES across R1/R2/R3 (pre-SL-RUNID-01 defect); separable only by --artifact-root; total_run_seconds parsed from invocation.detail (process wall clock, not the governed MODEL_WALL_SECONDS endpoint); efficiency metrics NOT CAPTURED for this purpose"
V2_PT08_DIAGNOSTIC,1,2,pt08-difficulty-diagnostic-pt08-c1-real-97c5ca96498e,PT08,claude-sonnet-5,C1,NON_RESET,2,PT08_DIFFICULTY_DIAGNOSTIC,true,14,0,1,0,,,,,,,,88.1,,,,,,,,,,,,,,,,,,,,COMPLETE,false,"DIAGNOSTIC ONLY (SL-PT08-01 / SL-PT08-07). run_purpose firewall sets confirmatory_eligible=false, enters_confirmatory_dataset=false, enters_treatment_effect_analysis=false, enters_power_estimation=false.",D:\pt08-diagnostic\runs\R2\pt08-difficulty-diagnostic-pt08-c1-real-97c5ca96498e,task_sha256=a31bb515b79cc1e211a662de2a8761c97082dd8bf266ee5b4f660981435badf2,"session=1f970b85-9d7c-4a15-b35b-cb7dec70a426; acceptance 15/15 passed; violation_proportion=0.0 (architecture FLOOR); context_audit=CLEAN; model_identity=VALIDATED; prepared-worktree(input) hash=da7a679552d50857408d14e980cc5257ed42e33d7116630433f8451450d1bad6; run_id COLLIDES across R1/R2/R3 (pre-SL-RUNID-01 defect); separable only by --artifact-root; total_run_seconds parsed from invocation.detail (process wall clock, not the governed MODEL_WALL_SECONDS endpoint); efficiency metrics NOT CAPTURED for this purpose"
V2_PT08_DIAGNOSTIC,1,3,pt08-difficulty-diagnostic-pt08-c1-real-97c5ca96498e,PT08,claude-sonnet-5,C1,NON_RESET,3,PT08_DIFFICULTY_DIAGNOSTIC,true,14,0,1,0,,,,,,,,55.3,,,,,,,,,,,,,,,,,,,,COMPLETE,false,"DIAGNOSTIC ONLY (SL-PT08-01 / SL-PT08-07). run_purpose firewall sets confirmatory_eligible=false, enters_confirmatory_dataset=false, enters_treatment_effect_analysis=false, enters_power_estimation=false.",D:\pt08-diagnostic\runs\R3\pt08-difficulty-diagnostic-pt08-c1-real-97c5ca96498e,task_sha256=a31bb515b79cc1e211a662de2a8761c97082dd8bf266ee5b4f660981435badf2,"session=b3643495-f80f-4af3-85a3-e7513c090892; acceptance 15/15 passed; violation_proportion=0.0 (architecture FLOOR); context_audit=CLEAN; model_identity=VALIDATED; prepared-worktree(input) hash=da7a679552d50857408d14e980cc5257ed42e33d7116630433f8451450d1bad6; run_id COLLIDES across R1/R2/R3 (pre-SL-RUNID-01 defect); separable only by --artifact-root; total_run_seconds parsed from invocation.detail (process wall clock, not the governed MODEL_WALL_SECONDS endpoint); efficiency metrics NOT CAPTURED for this purpose"
V2_PT09_QUALIFICATION,1,1,instrument-qualification-diagnostic-pt09-c1-real-r1-d5498c8f4eca,PT09,claude-sonnet-5,C1,NON_RESET,1,INSTRUMENT_QUALIFICATION_DIAGNOSTIC,true,13,0,1,0,0,,,,,,,226.9,,,,,,,,,,,,,,,,,,,,COMPLETE,false,"QUALIFICATION / INSTRUMENT VALIDATION ONLY (SL-V2-QUAL-01). run_purpose firewall sets is_result=false, scored=false and all five eligibility flags false. Never a treatment-effect result.",D:\afci-v2-qual\runs\instrument-qualification-diagnostic-pt09-c1-real-r1-d5498c8f4eca,task_sha256=bac32dc0e7163c9ab1816ac6eea6c98738092cca5cf56715e280f1ec1c0ac44c,acceptance 14/14 passed; target_opportunity=stored_in_private_evaluator_repo; target_rule=stored_in_private_evaluator_repo; target_status=SATISFIED; architecture_verdict=PENDING; context_audit=CLEAN; model_identity=VALIDATED; total_run_seconds parsed from invocation.detail (process wall clock); efficiency metrics NOT CAPTURED for this purpose
V2_PT09_QUALIFICATION,1,2,instrument-qualification-diagnostic-pt09-c1-real-r2-0ba9ebeb6c49,PT09,claude-sonnet-5,C1,NON_RESET,2,INSTRUMENT_QUALIFICATION_DIAGNOSTIC,true,13,0,1,0,0,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,COMPLETE,false,"QUALIFICATION / INSTRUMENT VALIDATION ONLY (SL-V2-QUAL-01). run_purpose firewall sets is_result=false, scored=false and all five eligibility flags false. Never a treatment-effect result.",D:\afci-v2-qual\runs\instrument-qualification-diagnostic-pt09-c1-real-r2-0ba9ebeb6c49,task_sha256=bac32dc0e7163c9ab1816ac6eea6c98738092cca5cf56715e280f1ec1c0ac44c,acceptance 14/14 passed; target_opportunity=stored_in_private_evaluator_repo; target_rule=stored_in_private_evaluator_repo; target_status=SATISFIED; architecture_verdict=PENDING; context_audit=CLEAN; model_identity=VALIDATED; total_run_seconds parsed from invocation.detail (process wall clock); efficiency metrics NOT CAPTURED for this purpose
V2_PT09_QUALIFICATION,1,3,instrument-qualification-diagnostic-pt09-c1-real-r3-6378df59d9ec,PT09,claude-sonnet-5,C1,NON_RESET,3,INSTRUMENT_QUALIFICATION_DIAGNOSTIC,true,13,0,1,0,0,,,,,,,181.1,,,,,,,,,,,,,,,,,,,,COMPLETE,false,"QUALIFICATION / INSTRUMENT VALIDATION ONLY (SL-V2-QUAL-01). run_purpose firewall sets is_result=false, scored=false and all five eligibility flags false. Never a treatment-effect result.",D:\afci-v2-qual\runs\instrument-qualification-diagnostic-pt09-c1-real-r3-6378df59d9ec,task_sha256=bac32dc0e7163c9ab1816ac6eea6c98738092cca5cf56715e280f1ec1c0ac44c,acceptance 14/14 passed; target_opportunity=stored_in_private_evaluator_repo; target_rule=stored_in_private_evaluator_repo; target_status=SATISFIED; architecture_verdict=PENDING; context_audit=CLEAN; model_identity=VALIDATED; total_run_seconds parsed from invocation.detail (process wall clock); efficiency metrics NOT CAPTURED for this purpose
V2_PT10_QUALIFICATION,1,1,instrument-qualification-diagnostic-pt10-c1-real-r1-f9390db4a505,PT10,claude-sonnet-5,C1,NON_RESET,1,INSTRUMENT_QUALIFICATION_DIAGNOSTIC,true,7,0,1,0,0,,,,,,,73.2,,,,,,,,,,,,,,,,,,,,COMPLETE,false,"QUALIFICATION / INSTRUMENT VALIDATION ONLY (SL-V2-QUAL-01). run_purpose firewall sets is_result=false, scored=false and all five eligibility flags false. Never a treatment-effect result.",D:\afci-v2-qual\runs\instrument-qualification-diagnostic-pt10-c1-real-r1-f9390db4a505,task_sha256=1b1fe29881b3c9f309939df042272b03164fb3baae878c64345e75edddf36b86,acceptance 8/8 passed; target_opportunity=stored_in_private_evaluator_repo; target_rule=stored_in_private_evaluator_repo; target_status=SATISFIED; architecture_verdict=PENDING; context_audit=CLEAN; model_identity=VALIDATED; total_run_seconds parsed from invocation.detail (process wall clock); efficiency metrics NOT CAPTURED for this purpose
V2_PT10_QUALIFICATION,1,2,instrument-qualification-diagnostic-pt10-c1-real-r2-30d1570b59b7,PT10,claude-sonnet-5,C1,NON_RESET,2,INSTRUMENT_QUALIFICATION_DIAGNOSTIC,true,7,0,1,0,0,,,,,,,65.4,,,,,,,,,,,,,,,,,,,,COMPLETE,false,"QUALIFICATION / INSTRUMENT VALIDATION ONLY (SL-V2-QUAL-01). run_purpose firewall sets is_result=false, scored=false and all five eligibility flags false. Never a treatment-effect result.",D:\afci-v2-qual\runs\instrument-qualification-diagnostic-pt10-c1-real-r2-30d1570b59b7,task_sha256=1b1fe29881b3c9f309939df042272b03164fb3baae878c64345e75edddf36b86,acceptance 8/8 passed; target_opportunity=stored_in_private_evaluator_repo; target_rule=stored_in_private_evaluator_repo; target_status=SATISFIED; architecture_verdict=PENDING; context_audit=CLEAN; model_identity=VALIDATED; total_run_seconds parsed from invocation.detail (process wall clock); efficiency metrics NOT CAPTURED for this purpose
V2_PT10_QUALIFICATION,1,3,instrument-qualification-diagnostic-pt10-c1-real-r3-8f809ab6ee92,PT10,claude-sonnet-5,C1,NON_RESET,3,INSTRUMENT_QUALIFICATION_DIAGNOSTIC,true,7,0,1,1,0,,,,,,,58.9,,,,,,,,,,,,,,,,,,,,COMPLETE,false,"QUALIFICATION / INSTRUMENT VALIDATION ONLY (SL-V2-QUAL-01). run_purpose firewall sets is_result=false, scored=false and all five eligibility flags false. Never a treatment-effect result.",D:\afci-v2-qual\runs\instrument-qualification-diagnostic-pt10-c1-real-r3-8f809ab6ee92,task_sha256=1b1fe29881b3c9f309939df042272b03164fb3baae878c64345e75edddf36b86,acceptance 8/8 passed; target_opportunity=stored_in_private_evaluator_repo; target_rule=stored_in_private_evaluator_repo; target_status=VIOLATION; architecture_verdict=VIOLATIONS; context_audit=CLEAN; model_identity=VALIDATED; total_run_seconds parsed from invocation.detail (process wall clock); efficiency metrics NOT CAPTURED for this purpose
V2_PT09_QUALIFICATION,1,0,pt09-r1-attempt-1-INFRA_RUNNER_CRASH,PT09,claude-sonnet-5,C1,NON_RESET,1,INSTRUMENT_QUALIFICATION_DIAGNOSTIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFRASTRUCTURE_INVALID_NON_OBSERVATION,false,"INFRA_RUNNER_CRASH: the harness could not encode the task body to the child process stdin (UnicodeEncodeError, cp1252, U+2192) and the model therefore received an empty prompt The model never served the request, so this is a non-observation; it did NOT consume one of the three governed repetitions and was re-run under FAILURE_RERUN_POLICY.md §2.",D:\afci-v2-qual\invalid\pt09-r1-attempt-1-INFRA_RUNNER_CRASH,,model_served_the_request=False; system_init_observed=False; is_a_substantive_observation=False; runtime_evidence.jsonl is 0 bytes; original session e73faee5-0fb0-4d99-99b4-4fa5564d134b is never reused
V2_EFF_ATTEMPT1,1,1,afci-efficiency-pilot-pt07-c1-real-r1-bbf19c70f5d4,PT07,claude-sonnet-5,C1,NON_RESET,1,AFCI_EFFICIENCY_PILOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTACT_GOVERNED_OBSERVATION,false,"Attempt 1 aborted wholesale due deterministic run-id/artifact corruption (SL-V2-EFF-ABORT-01). No Attempt-1 observation may enter any efficiency analysis, in whole or in part — including the seven intact rows.",D:\afci-runs\obs\afci-efficiency-pilot-pt07-c1-real-r1-bbf19c70f5d4,governed_record_sha256=54385f7387c07aad83eb0d682a67cb301e199870336decfb1952638e424b2033; captured_worktree_content_hash=7deece73e81d7966ec41234c3a2cd7510a5766796add367f29e48a78839bce60,"block=PT07|NON_RESET|R1; model_invoked=True; governed_record_intact_for_this_row=True; governed_record_attributed_to_arm=NON_RESET; captured_worktree_attributable_to_this_row=True; artifact_dir_shared_with_attempted_row=False; collision_partner_sequences=[19]; runtime_evidence: runtime_evidence.jsonl=6516a7580c5f42e456051256f4cfdc55b6668430c0f4409fd9a64b82bcdd2def. NO efficiency metric was ever computed for this attempt (no token-ratio analysis, no C1-vs-C4 comparison, no pilot decision)"
V2_EFF_ATTEMPT1,1,2,afci-efficiency-pilot-pt07-c4-real-r1-c996b3ffb249,PT07,claude-sonnet-5,C4,NON_RESET,1,AFCI_EFFICIENCY_PILOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTACT_GOVERNED_OBSERVATION,false,"Attempt 1 aborted wholesale due deterministic run-id/artifact corruption (SL-V2-EFF-ABORT-01). No Attempt-1 observation may enter any efficiency analysis, in whole or in part — including the seven intact rows.",D:\afci-runs\obs\afci-efficiency-pilot-pt07-c4-real-r1-c996b3ffb249,governed_record_sha256=87fe7f512a053441b80c29d6ac128f6a7399b2ab586c041c5eef8922568d5631; captured_worktree_content_hash=ab3b55e41936b15b60f447f2f5a4da7296e4b568da68ac02af5a4f131a1efeea,"block=PT07|NON_RESET|R1; model_invoked=True; governed_record_intact_for_this_row=True; governed_record_attributed_to_arm=NON_RESET; captured_worktree_attributable_to_this_row=True; artifact_dir_shared_with_attempted_row=False; collision_partner_sequences=[20]; runtime_evidence: runtime_evidence.jsonl=d3760d3e6f6d5d15718e66eb0abbb35b837ae9c5633530e3b9fedce34f5d71b1. NO efficiency metric was ever computed for this attempt (no token-ratio analysis, no C1-vs-C4 comparison, no pilot decision)"
V2_EFF_ATTEMPT1,1,3,afci-efficiency-pilot-pt01-c4-real-r3-1a5e41dba903,PT01,claude-sonnet-5,C4,RESET,3,AFCI_EFFICIENCY_PILOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTACT_GOVERNED_OBSERVATION,false,"Attempt 1 aborted wholesale due deterministic run-id/artifact corruption (SL-V2-EFF-ABORT-01). No Attempt-1 observation may enter any efficiency analysis, in whole or in part — including the seven intact rows.",D:\afci-runs\obs\afci-efficiency-pilot-pt01-c4-real-r3-1a5e41dba903,governed_record_sha256=75bce3d77b682fb5ffac2456b6b1712fe0cf4ef2d97b3378972fd63f1d4c03f7; captured_worktree_content_hash=2af05ab61d97de9c3385cffc6d22038248071bbbf7647fb726c70d6a6c4c248a,"block=PT01|RESET|R3; model_invoked=True; governed_record_intact_for_this_row=True; governed_record_attributed_to_arm=RESET; captured_worktree_attributable_to_this_row=True; artifact_dir_shared_with_attempted_row=False; collision_partner_sequences=[18]; runtime_evidence: phase_a_runtime_evidence.jsonl=7e9068f7b1e45267beb4893fe4a778fe85ba4e03d97e935e4776e70de775cfbc; phase_b_runtime_evidence.jsonl=a977492571838df1377f7710d07dcf66fd47c0234269d510114493bfa91b2f2b. NO efficiency metric was ever computed for this attempt (no token-ratio analysis, no C1-vs-C4 comparison, no pilot decision)"
